브랜드,제품명,주요효능,연령대,평점,리뷰수,가격,전성분,제형
GNM자연의품격,GNM 그린컷 카테킨 애프터 56정 1병 (총 4주분),체지방감소·다이어트,20대,4.7,77,13900,일반,일반
GNM자연의품격,[이성경 PICK] GNM 아르기닌 6200 타우린 L카르니틴 1박스,체지방감소·다이어트,30대,4.8,66,14900,일반,일반
GNM자연의품격,[역가수치 140만] GNM 유산균 곡물발효효소 식이섬유 1박스 총 30포,체지방감소·다이어트,20대,4.8,48,13900,일반,일반
GNM자연의품격,GNM 엘라스틴 저분자 콜라겐 비오틴 비타민C 15포 1박스(15일분),체지방감소·다이어트,30대,4.8,28,10900,일반,일반
GNM자연의품격,GNM 글루타치온 필름 스트레이트 30매 1박스(30일분),체지방감소·다이어트,20대,4.7,45,14900,일반,일반
GNM자연의품격,GNM 석류 콜라겐 젤리 스틱 15포 1박스,체지방감소·다이어트,60대이상,4.7,32,11900,일반,일반
GNM자연의품격,GNM 어린 피쉬콜라겐 비오틴 비타민C 30포 1박스(15일분),체지방감소·다이어트,60대이상,5.0,12,14900,일반,일반
GNM자연의품격,GNM 피부 보습엔 히알루론산 30캡슐 1박스(1개월분),체지방감소·다이어트,60대이상,4.9,145,11900,일반,일반
GNM자연의품격,[이성경 PICK] GNM 혈당케어 바나바잎추출물 60정 1박스 (총 2개월분),체지방감소·다이어트,50대,4.8,162,12900,일반,일반
나우푸드,나우푸드 효모에서 추출한 글루타치온 30포 (1개월분),체지방감소·다이어트,30대,5.0,4,25500,일반,일반
스키니랩,스키니랩 레드핏 나이트 다이어트 14포 1박스 (14일분),체지방감소·다이어트,20대,4.9,516,23000,일반,일반
나우푸드,나우푸드 블랙마카 분말스틱 30포 (1개월분),체지방감소·다이어트,20대,5.0,4,22000,일반,일반
GNM자연의품격,GNM 레드컷 가르시니아 비포 84정 3병 (총 12주분),체지방감소·다이어트,40대,4.7,26,33900,일반,일반
GNM자연의품격,GNM 그린컷 카테킨 애프터 56정 3병 (총 12주분),체지방감소·다이어트,30대,4.7,77,33900,일반,일반
GNM자연의품격,[이성경 PICK] GNM 아르기닌 6200 타우린 L카르니틴 2박스,체지방감소·다이어트,20대,4.8,66,25800,일반,일반
GNM자연의품격,[역가수치 70만] GNM 카무트 효소 식이섬유 1박스 (총 30포),체지방감소·다이어트,60대이상,4.8,21,14900,일반,일반
덴프스,덴프스 콜라겐 스킨부스터 업 2/3박스 (4/6주분),체지방감소·다이어트,50대,4.9,999,46000,일반,일반
덴프스,덴프스 콜라겐 스킨부스터 업 3박스/6주분 +증정: 콜라겐3포 추가증정,체지방감소·다이어트,30대,4.9,999,57000,일반,일반
GNM자연의품격,GNM 올인원 액상 콜라겐 글루타치온 부스터 7입 +1입 증정 (8일분),체지방감소·다이어트,40대,4.9,813,9900,일반,일반
GNM자연의품격,GNM 올인원 액상 콜라겐 글루타치온 부스터 7개입 2박스 (14일분),체지방감소·다이어트,50대,4.9,813,29900,일반,일반
GNM자연의품격,GNM 올인원 액상 콜라겐 글루타치온 부스터 7개입 3박스 (21일분),체지방감소·다이어트,60대이상,4.9,813,39900,일반,일반
GNM자연의품격,GNM 글루타치온 필름 스트레이트 30매 3박스,체지방감소·다이어트,60대이상,4.7,45,29800,일반,일반
라이블링,라이블링 뺄리핏 차전자피 레몬맛 30포 (15일분),체지방감소·다이어트,20대,4.6,107,25900,일반,일반
하이뮨,[김민지 PICK] 하이뮨 아미노포텐 40g*10포,체지방감소·다이어트,50대,5.0,522,18530,일반,일반
GNM자연의품격,[1정당 NMN 100mg 함유] GNM NMN 프테로스틸벤 맥스 1박스 (1개월분),체지방감소·다이어트,20대,5.0,8,15900,일반,일반
GNM자연의품격,[1정당 NMN 100mg 함유] GNM NMN 프테로스틸벤 맥스 2박스 (2개월분),체지방감소·다이어트,20대,5.0,8,26900,일반,일반
스키니랩,스키니랩 먹는 레티놀 2X 30포 (15일분),체지방감소·다이어트,20대,0.0,0,31000,일반,일반
피토틱스,피토틱스 FCCE 발효율피 다이어트 180정 (12주분),체지방감소·다이어트,20대,4.7,148,179000,일반,일반
귤메달,[300달톤 초저분자] 귤메달 피쉬콜라겐+레몬즙부스터,체지방감소·다이어트,30대,4.9,67,39900,일반,일반
에스더포뮬러,[국민영양] 여에스더 멜라나인 플러스 30정 3박스/5박스 (3개월분/5개월분),체지방감소·다이어트,20대,4.8,686,29100,일반,일반
에스더포뮬러,[국민영양] 여에스더 어린콜라겐 레티놀 A 42정 3박스/5박스 (6주분/10주분),체지방감소·다이어트,50대,4.9,925,29100,일반,일반
내츄럴플러스,내츄럴플러스 차전자피 가르시니아 쾌변&다이어트 환 30포 3박스 + 유기농 화장솜 원형 100매 1개 증정,체지방감소·다이어트,40대,4.7,7,37900,일반,일반
내츄럴플러스,내츄럴플러스 차전자피 가르시니아 쾌변&다이어트 환 30포 2박스 (1개월분),체지방감소·다이어트,60대이상,4.7,7,26900,일반,일반
내츄럴플러스,내츄럴플러스 차전자피 가르시니아 쾌변&다이어트 환 30포 1박스 (15일분),체지방감소·다이어트,20대,4.7,7,14700,일반,일반
내츄럴플러스,내츄럴플러스 슬림 다이어트 카페 60포 2박스 (2개월분),체지방감소·다이어트,30대,5.0,1,22700,일반,일반
내츄럴플러스,내츄럴플러스 이노시톨 포우먼 30포 3박스 (45일분),체지방감소·다이어트,20대,5.0,4,41900,일반,일반
내츄럴플러스,내츄럴플러스 이노시톨 포우먼 30포 2박스 (1개월분),체지방감소·다이어트,50대,5.0,4,28500,일반,일반
내츄럴플러스,내츄럴플러스 이노시톨 포우먼 30포 1박스 (15일분),체지방감소·다이어트,50대,5.0,4,15500,일반,일반
내츄럴플러스,내츄럴플러스 에버핏 다이어트 CLA 공액리놀레산 180캡슐 2병 (6개월분) + 유기농 화장솜 원형 100매 1개,체지방감소·다이어트,20대,4.5,4,37900,일반,일반
내츄럴플러스,내츄럴플러스 에버핏 다이어트 CLA 공액리놀레산 180캡슐 1병 (3개월분),체지방감소·다이어트,20대,4.5,4,20500,일반,일반
내츄럴플러스,[옵션 선택] 내츄럴플러스 에버핏 저분자 콜라겐 비오틴 비타민C 60포 2/3통 (3/6개월분),체지방감소·다이어트,20대,5.0,2,30300,일반,일반
내츄럴플러스,내츄럴플러스 에버핏 저분자 콜라겐 비오틴 비타민C 60포 2통 (4개월분),체지방감소·다이어트,30대,5.0,2,30900,일반,일반
내츄럴플러스,내츄럴플러스 에버핏 글루타치온 저분자 콜라겐C 30포 3박스 (3개월분),체지방감소·다이어트,20대,4.3,13,26900,일반,일반
내츄럴플러스,내츄럴플러스 에버핏 글루타치온 저분자 콜라겐C 30포 2박스 (2개월분),체지방감소·다이어트,30대,4.3,13,19000,일반,일반
내츄럴플러스,[옵션 선택] 내츄럴플러스 잔티바 에버핏 다이어트 20정 1/3/6통 (10일/1개월/2개월분) / 발포 가르시니아,체지방감소·다이어트,60대이상,4.5,2,5300,일반,일반
내츄럴플러스,내츄럴플러스 메가 리포좀 글루타치온 필름 30매 2박스 (2개월분) + 유기농 화장솜 원형 100매 1개 증정,체지방감소·다이어트,50대,5.0,108,42500,일반,일반
내츄럴플러스,[3+1] 내츄럴플러스 메가 리포좀 글루타치온 필름 30매 1박스 (1개월분) / 3박스 구매 시 1박스 증정,체지방감소·다이어트,40대,5.0,108,21500,일반,일반
GNM자연의품격,GNM 알파CD 알파시클로덱스트린 1박스 / 알파씨디,체지방감소·다이어트,60대이상,4.8,67,9900,일반,일반
GNM자연의품격,GNM 알파CD 알파시클로덱스트린 3박스 / 알파씨디,체지방감소·다이어트,30대,4.8,67,18900,일반,일반
GNM자연의품격,GNM 미오 이노시톨 콜린 4000 30포X1박스(1개월분)/엽산,체지방감소·다이어트,20대,4.8,209,16900,일반,일반
GNM자연의품격,GNM 미오 이노시톨 콜린 4000 30포X2박스(2개월분) /엽산,체지방감소·다이어트,20대,4.8,209,28900,일반,일반
건강한약속 바른,건강한약속 바른효소 5종 택1 (곡물/파인/인절미/매실/유산균) (1개월분),체지방감소·다이어트,50대,5.0,33,12400,일반,일반
건강한약속 바른,건강한약속 바른 유산균효소 30포 (1개월분),체지방감소·다이어트,30대,5.0,2,12400,일반,일반
건강한약속 바른,건강한약속 바른 매실효소 30포 (1개월분),체지방감소·다이어트,40대,5.0,2,12400,일반,일반
건강한약속 바른,건강한약속 바른 인절미효소 30포 (1개월분),체지방감소·다이어트,60대이상,5.0,2,12400,일반,일반
건강한약속 바른,건강한약속 바른 발효효소 30포 (1개월분),체지방감소·다이어트,20대,5.0,1,27900,일반,일반
건강한약속 바른,건강한약속 바른 파인애플 브로멜라인 효소 30포 (1개월분),체지방감소·다이어트,20대,5.0,11,12400,일반,일반
라이킷,라이킷 파인셔스 브이샷 7포 (7일분),체지방감소·다이어트,60대이상,4.9,581,21900,일반,일반
나우푸드,[선물박스] 나우푸드 녹차추출물 EGCG 90정 2박스 카테킨 다이어트 (2개월분),체지방감소·다이어트,20대,4.7,32,42000,일반,일반
나우푸드,[선물박스] 나우푸드 블랙마카 분말스틱 30포 2박스 (2개월분),체지방감소·다이어트,20대,5.0,4,40000,일반,일반
나우푸드,[선물박스] 나우푸드 수용성 가르시니아 120정 2박스 (2개월분),체지방감소·다이어트,60대이상,4.8,13,46000,일반,일반
나우푸드,[선물박스] 나우푸드 효모에서 추출한 글루타치온 30포 2박스 (2개월분),체지방감소·다이어트,60대이상,5.0,9,46000,일반,일반
나우푸드,나우푸드 아르지닌 & BCAA 자몽맛 30포 아르기닌 (1개월분),체지방감소·다이어트,20대,5.0,2,22000,일반,일반
나우푸드,나우푸드 콜레스테롤 & 혈당 서포트 60정 (2개월분),체지방감소·다이어트,20대,5.0,2,22000,일반,일반
나우푸드,[선물박스] 나우푸드 콜레스테롤 & 혈당서포트 60정 2박스 (4개월분),체지방감소·다이어트,40대,5.0,2,42000,일반,일반
일양약품,[2개월분] 일양약품 프라임 식물성 멜라토닌 함유 멜라포민 60정 1박스,체지방감소·다이어트,20대,5.0,5,18500,일반,일반
일양약품,[4개월분] 일양약품 프라임 식물성 멜라토닌 함유 멜라포민 60정 2박스 + 유기농 화장솜 원형 100매 1개 증정,체지방감소·다이어트,20대,5.0,5,35500,일반,일반
일양약품,[6개월분] 일양약품 프라임 식물성 멜라토닌 함유 멜라포민 60정 3박스 + 유기농 화장솜 원형 100매 2개 증정,체지방감소·다이어트,50대,5.0,5,51300,일반,일반
일양약품,[30포] 일양약품 프라임 알파CD 알파시클로덱스트린 1박스 / 알파씨디,체지방감소·다이어트,60대이상,4.3,3,16000,일반,일반
일양약품,[총 60포] 일양약품 프라임 알파CD 알파시클로덱스트린 30포 2박스 + 유기농 화장솜 원형 100매 1개 /알파씨디,체지방감소·다이어트,50대,4.3,3,30200,일반,일반
일양약품,[총 90포] 일양약품 프라임 알파CD 알파시클로덱스트린 30포 3박스 + 유기농 화장솜 원형 100매 2개 /알파씨디,체지방감소·다이어트,20대,4.3,3,43500,일반,일반
일양약품,일양약품 프라임 리포좀 먹는 레티놀&비타민C 30포 1박스 / 저분자 콜라겐 히알루론산 엘라스틴,체지방감소·다이어트,50대,4.8,9,11500,일반,일반
일양약품,일양약품 프라임 리포좀 먹는 레티놀&비타민C 30포 2박스 / 저분자 콜라겐 히알루론산 엘라스틴,체지방감소·다이어트,30대,4.8,9,18900,일반,일반
대웅생명과학,대웅생명과학 프리미엄 차전자피 식이섬유 30포 2박스,체지방감소·다이어트,50대,5.0,2,29900,일반,일반
대웅생명과학,대웅생명과학 프리미엄 차전자피 식이섬유 30포 3박스 + 유기농 화장솜 원형 100매 1개,체지방감소·다이어트,20대,5.0,2,42900,일반,일반
대웅생명과학,대웅생명과학 녹차 카테킨 다이어트 플러스 60정 2박스 (4개월분),체지방감소·다이어트,60대이상,4.3,3,22900,일반,일반
대웅생명과학,대웅생명과학 녹차 카테킨 다이어트 플러스 60정 3박스 (6개월분) + 유기농 화장솜 원형 100매 1개,체지방감소·다이어트,50대,4.3,3,32900,일반,일반
대웅생명과학,대웅생명과학 가르시니아 플러스 112정 3박스 (24주분) + 유기농 화장솜 원형 100매 1개,체지방감소·다이어트,20대,0.0,0,32300,일반,일반
일양약품,일양약품 프라임 차전자피 식이섬유환 30포 2박스 (1개월분),체지방감소·다이어트,30대,5.0,1,28900,일반,일반
일양약품,일양약품 프라임 차전자피 식이섬유환 30포 3박스 + 유기농 화장솜 원형 100매 1개 증정,체지방감소·다이어트,60대이상,5.0,4,41300,일반,일반
대웅생명과학,대웅생명과학 가르시니아 플러스 112정 2박스 (16주분),체지방감소·다이어트,30대,0.0,0,21900,일반,일반
내츄럴플러스,[30포] 내츄럴플러스 알파CD 알파시클로덱스트린 1박스  / 알파씨디,체지방감소·다이어트,40대,0.0,0,13300,일반,일반
내츄럴플러스,[총 60포] 내츄럴플러스 알파CD 알파시클로덱스트린 30포 2박스 + 유기농 화장솜 원형 100매 1개 / 알파씨디,체지방감소·다이어트,40대,4.8,5,24500,일반,일반
내츄럴플러스,[3+1] 내츄럴플러스 유기농 컬리케일 100 15포 1박스 (15일분) / 3박스 구매 시 1박스 증정,체지방감소·다이어트,20대,5.0,78,11300,일반,일반
내츄럴플러스,[보틀 증정] 내츄럴플러스 유기농 컬리케일 100 15포 2박스,체지방감소·다이어트,30대,5.0,78,20900,일반,일반
내츄럴플러스,내츄럴플러스 쾌변 클렌즈 다이어트 올인원 7개입 1박스,체지방감소·다이어트,30대,0.0,0,14300,일반,일반
내츄럴플러스,내츄럴플러스 쾌변 클렌즈 다이어트 올인원 7개입 2박스,체지방감소·다이어트,40대,0.0,0,26500,일반,일반
내츄럴플러스,내츄럴플러스 파인애플 효소 30포 2박스 (2개월분) / 브로멜라인,체지방감소·다이어트,20대,5.0,5,15900,일반,일반
내츄럴플러스,내츄럴플러스 스피드 액상 베르가못 샷 15포 1박스,체지방감소·다이어트,40대,0.0,0,11500,일반,일반
내츄럴플러스,내츄럴플러스 스피드 액상 베르가못 샷 15포 2박스,체지방감소·다이어트,20대,0.0,0,19500,일반,일반
내츄럴플러스,내츄럴플러스 아르기닌 7000 오르니틴 부스터샷 15포 2박스 (1개월분),체지방감소·다이어트,50대,4.9,9,21900,일반,일반
익스트림,익스트림 골드 카무트 브랜드 밀 효소 15포 (유통기한 : 2026년 8월 18일),체지방감소·다이어트,20대,4.8,137,9900,일반,일반
뉴네이처,뉴네이처 300달톤 저분자 어린 피쉬콜라겐 엘라스틴 30포 (1개월분),체지방감소·다이어트,60대이상,4.5,2,15100,일반,일반
GNM자연의품격,GNM 유기농 동결건조 컬리 케일 100% 1박스/ 곱슬케일 분말 (14일분),체지방감소·다이어트,30대,4.9,7,12900,일반,일반
